Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os
Lenovo,2 in 1 Convertible,8,1.42,7758.9,1,1,468217.16,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,4,1.63,995.67,0,0,133337.42,Other Intel cpu,0,0,Intel,Windows
Dell,Notebook,8,1.95,2697.3,0,0,119661.8,Intel Core i5,0,128,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.38,4492.17,1,1,265286.34,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.0,2460.87,0,0,236376.92,Intel Core i3,0,256,AMD,Windows
HP,Workstation,8,3.14,6876.117,0,0,236376.92,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,2.37,3659.67,0,0,236376.92,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,8,1.29,4991.67,0,0,277254.12,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,2.06,5824.17,1,0,945369.25,Intel Core i5,0,256,Nvidia,Windows
Dell,Netbook,4,1.63,2477.52,0,0,160924.48,Other Intel cpu,0,128,Intel,Windows
HP,Netbook,8,1.26,4625.37,0,0,149337.92,Intel Core i5,0,256,Intel,Windows
Toshiba,Notebook,4,2.1,2597.4,0,0,119661.8,Intel Core i5,500,0,Intel,Windows
HP,Notebook,8,2.04,2094.5699999999997,0,0,119661.8,AMD cpu,2000,0,AMD,Windows
Dell,Gaming,16,2.62,5591.07,0,0,945369.25,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Notebook,4,2.4,2027.97,0,0,236376.92,Intel Core i5,1000,0,Nvidia,Windows
HP,Gaming,12,3.74,5824.17,0,1,213149.14,Intel Core i7,1000,0,AMD,Windows
MSI,Gaming,16,2.9,8041.95,0,0,213149.14,Intel Core i7,1000,512,Nvidia,Windows
Samsung,Ultrabook,8,0.81,4991.67,0,0,277254.12,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,8,1.98,3200.13,0,0,236376.92,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,8,2.18,2630.0673,0,0,236376.92,Intel Core i5,0,256,AMD,Windows
Lenovo,Ultrabook,8,1.32,6190.47,0,0,263391.44,Intel Core i7,0,256,Intel,Windows
Razer,Ultrabook,16,1.29,5990.67,1,1,1179820.8,Intel Core i7,0,512,Intel,Windows
HP,Netbook,4,1.23,1282.05,0,0,160924.48,Other Intel cpu,0,0,Intel,Linux/Others/No OS
Dell,Gaming,16,4.36,8341.7166,0,1,213149.14,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,4,1.76,2514.15,0,0,133337.42,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.1,1631.367,0,0,119661.8,Intel Core i3,500,0,Intel,Windows
Toshiba,Ultrabook,4,1.25,3629.7,0,0,133337.42,Intel Core i5,0,128,Intel,Windows
Lenovo,Ultrabook,8,1.13,8321.67,0,1,263391.44,Intel Core i7,0,512,Intel,Windows
MSI,Gaming,8,2.4,3992.67,0,0,236376.92,Intel Core i5,0,256,Nvidia,Windows
Lenovo,Ultrabook,8,1.13,6243.75,0,1,263391.44,Intel Core i5,0,0,Intel,Windows
Toshiba,Notebook,4,1.75,1661.67,0,0,133337.42,Other Intel cpu,0,128,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,4522.139999999999,1,0,277254.12,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,1.76,1948.05,0,0,133337.42,Intel Core i3,500,0,Intel,Windows
Acer,Netbook,4,1.35,1182.15,0,1,160924.48,Other Intel cpu,0,0,Intel,Linux/Others/No OS
Acer,Notebook,8,1.5,2061.27,0,1,263391.44,Intel Core i3,0,128,Intel,Windows
Razer,Gaming,32,3.49,18311.67,1,0,852471.7,Intel Core i7,0,512,Nvidia,Windows
Lenovo,Ultrabook,16,1.1,6989.67,0,1,468217.16,Intel Core i7,0,512,Intel,Windows
Asus,Notebook,4,2.1,1728.27,0,0,236376.92,Intel Core i5,1000,0,Nvidia,Linux/Others/No OS
Lenovo,Notebook,8,1.7,3949.38,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,1.32,5494.5,0,1,263391.44,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,3.21,9239.517899999999,0,0,236376.92,Intel Core i7,1000,256,Nvidia,Windows
Asus,Gaming,16,2.9,8055.27,0,0,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,4,2.0,2227.77,0,0,119661.8,Intel Core i3,500,0,Intel,Windows
Lenovo,Notebook,4,1.5,1082.25,0,0,133337.42,Other Intel cpu,0,0,Intel,Linux/Others/No OS
Asus,Notebook,8,2.3,1964.7,0,0,236376.92,Intel Core i5,128,0,Intel,Windows
Asus,Gaming,16,2.73,5990.67,0,0,213149.14,Intel Core i7,1000,512,Nvidia,Windows
Dell,Gaming,32,4.42,10232.723699999999,0,1,213149.14,Intel Core i7,1000,512,Nvidia,Windows
HP,Notebook,8,2.63,3030.3,0,0,148028.9,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,8,2.18,2377.5867,0,0,119661.8,Intel Core i5,0,128,Intel,Windows
HP,Ultrabook,8,1.54,6227.1,0,0,263391.44,Intel Core i7,0,512,Intel,Windows
Dell,Notebook,4,2.18,2460.87,0,0,236376.92,Intel Core i7,0,256,AMD,Windows
HP,2 in 1 Convertible,4,1.4,2047.95,1,0,160924.48,Other Intel cpu,0,0,Intel,Linux/Others/No OS
Asus,Ultrabook,8,1.45,3416.58,0,1,277254.12,Intel Core i5,0,512,Nvidia,Windows
HP,2 in 1 Convertible,8,1.28,7582.41,1,0,277254.12,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.54,4888.44,0,0,263391.44,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,1.86,995.67,0,0,119661.8,Other Intel cpu,0,128,Intel,Linux/Others/No OS
Asus,Gaming,16,2.1,6323.67,0,0,236376.92,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.83,2880.45,0,0,213149.14,Intel Core i7,1000,0,AMD,Linux/Others/No OS
Lenovo,Ultrabook,8,1.96,6336.99,0,1,263391.44,Intel Core i7,0,256,Nvidia,Windows
Asus,Notebook,8,2.3,2620.71,0,1,236376.92,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,1.9,3146.85,0,0,236376.92,Intel Core i5,0,128,Intel,Windows
Asus,Notebook,4,2.0,1495.17,0,0,119661.8,Other Intel cpu,1000,0,Intel,Windows
HP,2 in 1 Convertible,8,1.28,8521.47,1,0,277254.12,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,1.62,2161.17,1,0,277254.12,Intel Core i5,1000,0,Intel,Windows
Lenovo,Notebook,4,2.2,1561.77,0,0,236376.92,Intel Core i3,1000,0,Intel,Linux/Others/No OS
Lenovo,Notebook,8,2.3,2832.6978,0,1,236376.92,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,8,1.84,4492.17,0,0,236376.92,Intel Core i5,0,256,AMD,Windows
Toshiba,Notebook,4,1.05,4279.05,0,0,277254.12,Intel Core i5,0,128,Intel,Windows
Lenovo,Gaming,8,2.5,3386.61,0,1,236376.92,Intel Core i5,1000,0,Nvidia,Linux/Others/No OS
Dell,Ultrabook,16,1.29,7459.2,1,0,770060.1,Intel Core i7,0,512,Intel,Windows
HP,Notebook,4,2.07,3030.3,0,0,236376.92,Intel Core i5,500,0,Intel,Windows
Toshiba,Ultrabook,8,1.2,3646.35,0,0,140355.19,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.37,6493.5,1,1,277254.12,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,8,1.56,3003.66,0,1,263391.44,Intel Core i5,0,256,Intel,Windows
Dell,Workstation,8,2.23,5920.74,0,0,236376.92,Intel Core i7,1000,0,Nvidia,Windows
Lenovo,Notebook,4,2.38,3513.15,0,0,119661.8,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,1595.07,0,0,236376.92,Intel Core i3,1000,0,AMD,Linux/Others/No OS
Toshiba,Notebook,8,2.0,4622.04,0,1,236376.92,Intel Core i7,0,256,Intel,Windows
Lenovo,Notebook,4,1.44,2447.55,0,1,277254.12,Intel Core i3,0,180,Intel,Windows
Samsung,Ultrabook,16,1.23,6157.17,0,0,245832.0,Intel Core i7,0,256,Nvidia,Windows
Dell,Ultrabook,8,1.6,5627.7,0,0,294998.4,Intel Core i7,0,256,Intel,Windows
Asus,Notebook,4,2.0,1328.6367,0,0,119661.8,Other Intel cpu,1000,0,Intel,Linux/Others/No OS
Xiaomi,Ultrabook,8,1.28,3113.55,0,1,277254.12,Intel Core i5,0,256,Nvidia,Windows
Dell,Notebook,4,2.18,3038.625,0,0,236376.92,Intel Core i5,1000,128,Nvidia,Windows
HP,Notebook,4,2.04,2793.87,0,0,236376.92,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,4,1.28,5661.0,1,0,277254.12,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,4,2.3,2280.3839999999996,1,0,119661.8,Intel Core i5,500,0,Intel,Windows
Asus,Notebook,4,1.65,1158.84,0,0,132391.77,Other Intel cpu,0,0,Intel,Windows
Lenovo,Notebook,8,2.2,2227.77,0,1,236376.92,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,2.2,1228.77,0,0,119661.8,Other Intel cpu,500,0,Intel,Windows
HP,2 in 1 Convertible,4,1.28,5990.67,1,0,277254.12,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,1517.481,0,0,119661.8,Intel Core i3,1000,0,AMD,Linux/Others/No OS
Asus,Gaming,12,2.2,4561.767,0,0,213149.14,Intel Core i5,1000,128,Nvidia,Windows
Acer,Netbook,4,1.25,989.01,0,1,160924.48,Other Intel cpu,0,0,Intel,Linux/Others/No OS
Lenovo,Notebook,4,2.8,1262.07,0,0,148028.9,AMD cpu,500,0,AMD,Windows
HP,Notebook,4,1.95,4212.45,0,0,263391.44,Intel Core i5,0,128,Intel,Windows
HP,2 in 1 Convertible,16,1.42,4658.67,1,0,770060.1,Intel Core i7,0,256,Intel,Windows
Samsung,Ultrabook,8,1.17,5657.67,0,0,245832.0,Intel Core i7,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.32,5990.67,0,1,263391.44,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,16,2.43,8821.17,0,1,852471.7,Intel Core i7,2000,512,Nvidia,Windows
Toshiba,Notebook,8,1.05,4911.75,0,0,277254.12,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,8,2.62,3093.57,0,0,236376.92,Intel Core i7,1000,0,Nvidia,Linux/Others/No OS
HP,Notebook,8,2.04,2997.0,0,0,236376.92,Intel Core i7,1000,0,Nvidia,Windows
Dell,Notebook,4,2.18,2044.62,0,0,119661.8,Intel Core i3,1000,0,AMD,Windows
Dell,Notebook,8,1.9,3113.55,0,0,236376.92,Intel Core i5,500,0,Intel,Windows
Dell,2 in 1 Convertible,8,1.24,6703.623,1,0,770060.1,Intel Core i7,0,512,Intel,Windows
Asus,Gaming,32,3.58,4259.07,0,1,213149.14,Intel Core i7,0,512,Nvidia,Windows
Dell,2 in 1 Convertible,16,1.22,5491.17,1,0,277254.12,Intel Core i7,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.13,6823.17,0,1,263391.44,Intel Core i7,0,0,Intel,Windows
Lenovo,Notebook,8,1.95,6536.7567,0,1,236376.92,Intel Core i5,0,512,Intel,Windows
LG,Ultrabook,16,1.08,6989.67,1,1,236376.92,Intel Core i7,0,512,Intel,Windows
HP,Netbook,8,1.26,4938.389999999999,0,0,294998.4,Intel Core i7,0,512,Intel,Windows
Acer,Notebook,4,2.2,1195.47,0,1,236376.92,Other Intel cpu,0,0,Intel,Linux/Others/No OS
Lenovo,Notebook,8,2.6,2627.37,0,1,236376.92,Intel Core i5,1000,128,Nvidia,Windows
LG,Ultrabook,8,0.98,6323.67,1,1,263391.44,Intel Core i7,0,512,Intel,Windows
Dell,Notebook,8,1.6,4012.65,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.09,10323.0,1,0,1179820.8,Other Intel cpu,0,240,Intel,Windows
Lenovo,Notebook,6,2.2,2627.37,0,0,236376.92,Intel Core i7,0,256,Nvidia,Windows
HP,Notebook,8,2.04,3393.2366999999995,0,0,236376.92,Intel Core i7,0,256,Nvidia,Windows
Acer,Notebook,4,2.4,1661.67,0,0,236376.92,Intel Core i3,1000,0,Intel,Windows
Lenovo,Notebook,4,1.44,2933.73,0,0,277254.12,Intel Core i5,0,128,Intel,Windows
HP,Notebook,8,1.49,3196.8,0,0,277254.12,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,16,2.7,5324.67,0,0,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Dell,Gaming,16,2.6,4492.17,0,0,236376.92,Intel Core i7,1000,128,Nvidia,Windows
MSI,Gaming,8,2.2,3729.3003000000003,0,0,236376.92,Intel Core i5,1000,128,Nvidia,Windows
Dell,Notebook,4,2.18,2281.0167,0,0,119661.8,Intel Core i5,1000,0,AMD,Windows
HP,Ultrabook,8,1.84,4318.976699999999,0,0,236376.92,Intel Core i7,0,256,AMD,Windows
HP,Ultrabook,8,1.39,3826.17,1,0,770060.1,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,16,2.4,6576.75,0,1,236376.92,Intel Core i7,0,256,Nvidia,Windows
Lenovo,2 in 1 Convertible,8,1.37,6077.25,1,1,277254.12,Intel Core i5,0,512,Intel,Windows
Dell,Notebook,4,1.95,2430.567,0,0,119661.8,Intel Core i5,500,0,Intel,Windows
Lenovo,Ultrabook,8,1.36,5494.5,0,1,294998.4,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,2.31,3879.45,0,0,236376.92,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,2357.8398,0,0,119661.8,Intel Core i5,1000,0,Intel,Windows
HP,Notebook,4,1.95,3826.17,0,0,133337.42,Intel Core i5,500,0,Intel,Windows
Lenovo,Notebook,4,2.2,1028.97,0,0,119661.8,Other Intel cpu,1000,0,Intel,Windows
HP,Ultrabook,4,1.26,5258.07,0,0,294998.4,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.86,962.037,0,0,119661.8,Other Intel cpu,1000,0,Intel,Linux/Others/No OS
Lenovo,2 in 1 Convertible,16,1.3,5990.67,1,1,770060.1,Intel Core i7,0,1000,Intel,Windows
Toshiba,Notebook,4,1.47,3679.65,0,1,263391.44,Intel Core i5,0,128,Intel,Windows
HP,Netbook,8,1.26,5557.7699999999995,0,0,294998.4,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,1860.138,0,0,119661.8,Intel Core i3,1000,0,Intel,Windows
MSI,Gaming,8,2.2,3992.67,0,0,236376.92,Intel Core i7,1000,128,Nvidia,Windows
Dell,Ultrabook,8,1.36,5457.87,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
Dell,Gaming,16,4.36,9184.14,0,0,378904.03,Intel Core i7,1000,512,Nvidia,Windows
HP,Gaming,8,2.75,4658.67,0,1,213149.14,Intel Core i5,1000,128,Nvidia,Windows
Asus,Notebook,4,2.8,1764.9,0,0,148028.9,Other Intel cpu,1000,0,Nvidia,Windows
Acer,Notebook,4,2.23,2061.27,0,0,119661.8,Intel Core i5,500,0,Intel,Windows
Toshiba,Notebook,8,2.2,3726.27,0,0,119661.8,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,8,1.1,4325.67,1,1,326325.66,Other Intel cpu,0,256,Intel,Windows
Lenovo,Gaming,16,2.5,3326.67,0,1,236376.92,AMD cpu,1000,512,AMD,Windows
Dell,Ultrabook,8,1.36,4902.426,1,0,294998.4,Intel Core i5,0,256,Intel,Windows
Lenovo,Notebook,8,2.2,2281.05,0,0,236376.92,Intel Core i7,1000,0,Nvidia,Linux/Others/No OS
Dell,Notebook,4,2.36,2194.47,0,0,148028.9,Intel Core i3,1000,0,AMD,Windows
Acer,Notebook,4,1.68,1162.17,0,0,133337.42,Other Intel cpu,0,0,Intel,Linux/Others/No OS
HP,Workstation,8,2.0,7489.17,0,1,236376.92,Intel Core i7,0,8,Nvidia,Windows
Dell,Ultrabook,8,1.36,5910.75,0,0,263391.44,Intel Core i7,0,256,Intel,Windows
Toshiba,Notebook,8,1.2,4861.8,0,0,277254.12,Intel Core i5,0,256,Intel,Windows
Asus,2 in 1 Convertible,8,1.2,3859.47,0,0,294998.4,Other Intel cpu,0,0,Intel,Linux/Others/No OS
Lenovo,Ultrabook,8,1.7,4958.3367,0,1,263391.44,Intel Core i7,0,256,Intel,Windows
Dell,Gaming,16,4.36,10502.82,0,1,852471.7,Intel Core i7,1000,512,Nvidia,Windows
Dell,2 in 1 Convertible,8,1.24,6323.67,1,0,277254.12,Intel Core i5,0,256,Intel,Windows
HP,2 in 1 Convertible,4,1.45,2580.75,1,0,160924.48,Other Intel cpu,0,256,Intel,Windows
Dell,Ultrabook,8,1.3,4222.44,0,0,770060.1,Intel Core i7,0,256,Intel,Windows
Acer,2 in 1 Convertible,4,1.25,1295.37,1,1,160924.48,Other Intel cpu,0,0,Intel,Linux/Others/No OS
Toshiba,Notebook,8,1.2,5111.55,0,0,277254.12,Intel Core i5,0,256,Intel,Windows
Lenovo,Ultrabook,8,1.36,5860.8,0,1,294998.4,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,12,2.4,3359.97,0,0,236376.92,Intel Core i5,1000,128,Nvidia,Windows
Toshiba,Ultrabook,8,1.1,5960.7,1,0,294998.4,Intel Core i7,0,512,Intel,Windows
HP,Notebook,8,2.04,2818.845,0,0,119661.8,Intel Core i5,1000,0,Nvidia,Windows
Dell,Notebook,4,2.25,1550.5146,0,0,119661.8,Intel Core i3,1000,0,AMD,Linux/Others/No OS
Dell,Notebook,4,1.9,2747.25,0,0,119661.8,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,2.04,2281.05,0,0,236376.92,Intel Core i3,500,0,Intel,Windows
Dell,Gaming,32,4.42,10486.17,0,1,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Notebook,6,2.4,2314.35,0,0,236376.92,Intel Core i5,0,256,Nvidia,Windows
Dell,2 in 1 Convertible,16,1.22,6323.67,1,0,770060.1,Intel Core i7,0,512,Intel,Windows
Dell,Ultrabook,8,1.5,6536.723399999999,1,0,468217.16,Intel Core i7,0,256,Intel,Windows
Dell,Gaming,32,4.42,9324.0,0,0,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Toshiba,Notebook,8,1.95,3929.4,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
Asus,Gaming,16,2.73,6826.167,0,0,213149.14,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,8,2.04,3260.07,0,1,236376.92,Intel Core i5,1000,128,Nvidia,Windows
Lenovo,Notebook,4,1.7,3336.66,0,0,133337.42,Intel Core i5,0,0,Intel,Windows
Asus,2 in 1 Convertible,16,2.3,5990.67,1,0,945369.25,Intel Core i7,2000,512,Nvidia,Windows
HP,Notebook,6,2.04,1928.07,0,0,119661.8,Intel Core i7,1000,0,Intel,Windows
Asus,Gaming,16,2.99,5824.17,0,0,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Dell,2 in 1 Convertible,12,2.19,4325.67,1,1,236376.92,Intel Core i7,0,512,Intel,Windows
Toshiba,Notebook,4,1.2,3979.35,0,0,277254.12,Intel Core i5,0,128,Intel,Windows
Lenovo,Notebook,6,2.2,1828.17,0,0,236376.92,AMD cpu,0,256,AMD,Windows
Fujitsu,Notebook,4,2.3,2161.17,0,0,119661.8,Intel Core i5,0,256,Intel,Windows
Toshiba,Notebook,4,1.75,3046.95,0,0,133337.42,Intel Core i5,500,0,Intel,Windows
Dell,Notebook,4,2.25,1994.67,0,0,119661.8,Intel Core i5,500,0,AMD,Windows
HP,Notebook,8,2.04,2683.98,0,0,236376.92,Intel Core i5,1000,0,Intel,Windows
Lenovo,Gaming,8,2.5,3959.37,0,1,236376.92,Intel Core i7,1000,128,Nvidia,Windows
Dell,Notebook,8,2.36,2494.17,0,0,119661.8,Intel Core i7,1000,0,AMD,Windows
Dell,Notebook,8,1.6,3726.27,0,0,263391.44,Intel Core i5,0,128,Intel,Windows
HP,Netbook,8,0.97,6353.64,0,0,294998.4,Other Intel cpu,0,512,Intel,Windows
HP,Notebook,4,2.1,1661.67,0,0,236376.92,Intel Core i3,1000,128,AMD,Windows
Lenovo,Notebook,4,1.9,901.1646,0,0,119661.8,Other Intel cpu,0,128,Intel,Linux/Others/No OS
Lenovo,Notebook,8,2.3,4492.17,0,0,236376.92,Intel Core i5,0,256,Intel,Windows
Dell,2 in 1 Convertible,8,1.68,2960.37,1,0,277254.12,Intel Core i5,0,256,Intel,Windows
Asus,Notebook,8,1.4,3829.5,0,0,770060.1,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.11,4492.17,1,1,277254.12,Intel Core i7,0,256,Intel,Windows
Acer,Notebook,4,2.4,1265.4,0,0,119661.8,Other Intel cpu,500,0,Intel,Windows
Asus,Gaming,16,2.5,5990.67,0,0,236376.92,Intel Core i7,1000,256,Nvidia,Windows
HP,Ultrabook,8,1.48,6956.37,0,0,263391.44,Intel Core i7,0,512,Intel,Windows
Acer,Gaming,8,2.7,4195.8,0,1,236376.92,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,1.34,3959.37,0,1,277254.12,Intel Core i5,0,256,Intel,Windows
Dell,Notebook,4,2.18,1821.51,0,0,119661.8,Intel Core i3,0,128,Intel,Windows
HP,Notebook,4,1.64,2594.07,0,0,133337.42,Intel Core i5,500,0,Intel,Windows
Toshiba,Notebook,4,1.2,3979.35,0,0,277254.12,Intel Core i5,0,128,Intel,Windows
HP,Notebook,4,1.48,3662.9666999999995,0,0,133337.42,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.95,4012.65,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.43,4825.17,0,0,263391.44,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.64,3494.0358,0,0,263391.44,Intel Core i5,0,256,Nvidia,Windows
HP,Notebook,4,1.64,2277.72,0,0,133337.42,Intel Core i3,500,0,Intel,Windows
Dell,Gaming,8,2.65,3160.17,0,0,236376.92,Intel Core i5,0,0,Nvidia,Windows
HP,Ultrabook,4,1.26,5124.87,0,0,294998.4,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.48,5294.7,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
HP,Ultrabook,8,1.54,6284.4093,0,0,263391.44,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,1.49,2664.0,0,0,140355.19,Intel Core i3,500,0,Intel,Windows
Toshiba,Notebook,8,1.5,4029.3,0,0,140355.19,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.04,2564.0667,0,0,119661.8,Intel Core i3,0,256,Intel,Windows
Lenovo,Notebook,16,2.4,9883.44,0,1,852471.7,Intel Core i7,0,512,Nvidia,Windows
Toshiba,Notebook,8,1.47,4961.7,0,1,263391.44,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.43,7422.57,0,0,263391.44,Intel Core i7,0,256,Intel,Windows
Dell,2 in 1 Convertible,4,2.08,2650.6467,1,1,236376.92,Intel Core i3,1000,0,Intel,Windows
Toshiba,Ultrabook,8,1.2,5294.7,0,0,277254.12,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.11,3826.17,0,1,277254.12,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.64,3947.4819,0,0,263391.44,Intel Core i7,0,256,Nvidia,Windows
Dell,Notebook,8,2.09,3484.6452,0,0,236376.92,Intel Core i5,500,0,Intel,Windows
HP,Ultrabook,4,1.26,5191.47,0,0,149337.92,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.31,3959.37,0,0,133337.42,Intel Core i5,500,0,Intel,Windows
HP,Notebook,4,1.95,3529.8,0,0,133337.42,Intel Core i5,500,0,Intel,Windows
Dell,Ultrabook,8,1.29,5407.92,1,0,770060.1,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,2.63,3596.4,0,0,213149.14,Intel Core i5,0,256,Nvidia,Windows
HP,Notebook,4,1.64,3240.09,0,0,133337.42,Intel Core i5,0,256,Intel,Windows
Acer,Notebook,6,2.1,1361.97,0,0,119661.8,AMD cpu,1000,0,AMD,Windows
MSI,Gaming,8,2.7,3968.6939999999995,0,0,213149.14,Intel Core i7,1000,128,Nvidia,Windows
HP,Notebook,8,1.95,3979.35,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.84,4092.5367,0,0,236376.92,Intel Core i7,0,256,Intel,Windows
HP,Ultrabook,8,1.26,4492.17,0,0,294998.4,Intel Core i7,0,256,Intel,Windows
HP,Notebook,4,2.04,2470.86,0,0,119661.8,Intel Core i5,500,0,Intel,Windows
Toshiba,Ultrabook,8,1.47,5744.25,0,1,263391.44,Intel Core i7,0,256,Intel,Windows
Dell,Notebook,8,2.09,3539.6235,0,0,236376.92,Intel Core i5,0,256,Intel,Windows
HP,Notebook,8,1.64,3364.9983,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
Lenovo,2 in 1 Convertible,4,1.8,2820.51,1,1,236376.92,Intel Core i7,0,256,Intel,Windows
Vero,Notebook,2,1.45,701.964,0,0,133337.42,Other Intel cpu,0,0,Intel,Windows
Toshiba,Notebook,16,2.4,4745.25,0,1,236376.92,Intel Core i7,0,256,Nvidia,Windows
Lenovo,Notebook,8,2.3,3495.168,0,0,236376.92,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,1.54,3330.0,0,0,263391.44,Intel Core i5,500,0,Intel,Windows
HP,Notebook,8,1.84,7004.1222,0,0,236376.92,Intel Core i5,500,256,Intel,Windows
HP,Notebook,8,1.43,4891.7699999999995,0,0,263391.44,Intel Core i5,0,256,Intel,Windows
MSI,Gaming,16,3.78,5146.9812,0,1,213149.14,Intel Core i7,1000,256,Nvidia,Windows
Lenovo,Gaming,16,4.6,7625.666699999999,0,1,213149.14,Intel Core i7,1000,128,Nvidia,Windows
Asus,Netbook,4,1.2,958.7069999999999,0,0,160924.48,Other Intel cpu,0,0,Intel,Linux/Others/No OS
Lenovo,Notebook,16,1.1,8724.6,0,1,468217.16,Intel Core i7,0,256,Intel,Windows
HP,Notebook,8,1.91,3260.07,0,1,236376.92,Intel Core i7,1000,0,Nvidia,Windows
Dell,2 in 1 Convertible,8,2.3,3643.02,1,1,236376.92,Intel Core i5,0,256,Intel,Windows
HP,Notebook,4,2.04,3260.07,0,0,119661.8,Intel Core i5,0,256,Intel,Windows
Dell,Ultrabook,16,1.2,7505.82,1,0,770060.1,Intel Core i7,0,1000,Intel,Windows
HP,Notebook,4,2.31,2348.1495,0,0,119661.8,Intel Core i3,500,0,Intel,Windows
HP,Notebook,4,1.96,1661.67,0,0,119661.8,Intel Core i5,500,0,Intel,Linux/Others/No OS
Acer,Notebook,8,2.4,1495.17,0,0,119661.8,AMD cpu,1000,0,AMD,Windows
Dell,2 in 1 Convertible,12,1.6,4325.67,1,1,277254.12,Intel Core i7,0,256,Intel,Windows
MSI,Gaming,16,2.94,6057.27,0,0,236376.92,Intel Core i7,1000,256,Nvidia,Windows
HP,Notebook,8,2.04,3563.1,0,0,236376.92,Intel Core i7,0,256,Intel,Windows
Asus,Gaming,16,4.0,3323.34,0,1,213149.14,Intel Core i7,1000,0,Nvidia,Linux/Others/No OS
